external_id;name;description
2015;ETS ARCELLA;"Entreprise de production d huitres et de moules créée en 1948, spécialisé dans l huitres spéciales haut de gamme. Nous avons obtenu 15 médailles dont 9 médailles d or .
Dégustation et vente sur le site de production pendant la saison estivale"
3498;Alain Servat;"Artisan distillateur. Fabrication d'eaux de vie naturelles à base de fruits issus de la région Occitanie: prune, poire, pomme, abricot, cerise,fraise, framboise et myrtille.
Distillateur ambulant dans les départements d'Ariège, Gard, Haute Garonne, Gers.
Distillation dans les domaines viticoles.
Boutique 'Au coin de l'alambic' dégustation vente des eaux de vie et de produits du terroir."
3377;La ferme du Perrier;"La ferme du Perrier est une ferme à visiter où il fait bon de voir les animaux en liberté ou en semi liberté.
La ferme a plusieurs activités :
-petit élevage avicole
- maraîchage 100% naturel 
 la ferme du Perrier est respectueuse de son environnement , elle n'emploie absolument aucun pesticide ,ni produits chimique.
Elle est catégoriquement contre tous ces produits phytosanitaires.
Seul le labourage, réalisé en surface pas plus de 5 cms est mécanisé, sinon tous les autres tâches agricoles sont manuelles"
607;Domaine Des Coteaux;"Entreprise de production et d'expdition de cerises, abricots,
pches et nectarines, kiwis.
Potentiel de 8000 tonnes de pches et nectarines, 250 tonnes
de cerises, 2500 tonnes d'abricots et de 500 tonnes de kiwis.
L'entreprise est certifie IFS, BRC, GLOBALGAP et TESCO
NURTURE."
1912;INES;Culture et conditionnement de carottes et pommes de terre des sables.
3169;DOMAINE DU GRAND COMTE;"VIGNERON INDÉPENDANT AU CUR DU VIGNOBLE DU HAUT ARMAGNAC A COTE D'AUCH
EXPLOITATION DE 20HA DE VIGNE SUR LES COTEAUX DU PETIT VILLAGE DE ROQUELAURE
NOUS VALORISONS NOS CÉPAGES BLANCS POUR L ÉLABORATION DE NOS ARMAGNACS"
1031;Villa Dondona;"Sur le Chemin de Saint Jacques de Compostelle , à la sortie du hameau du Barry à Montpeyroux vous pouvez vous arrêter chez André Suquet et Jo Lynch , vignerons . Ils habitent le vieil Hôpital du 14° siècle derrière l'Eglise . En 2000 Ils ont implanté à VILLA DONDONA : 5,5,ha de vignes originales sur 15 ha de garrigue vierge . Les 'rouges' Grenache , Syrah , Mouvèdre sont au ras du sol à 8000 pieds / ha ; le Vermentino est en pergola à 2,6 m de haut ! L'année dernière ils sauvèrent de l'arrachage 3,5 ha de vieilles vignes : Carigan , Cinsault et Grenache blanc . Ainsi leur gamme de rouge : OPPIDUM , DONDONA s'enrichit d'un rosé l'ESQUISSE et d'un blanc l'ESPEREL ; 
Jo Lynch artiste peintre participe à la création des vins et orne les bouteilles de ses oeuvres : un Zèbre , un Orang-Outang , des fleurs et des insectes méridionaux . André Suquet fut médecin , il veille à la production des raisins , l' élaboration du vin et fait les choix agronomiques . Il a toujours réduit les traitements au minimum étant Bio sans le savoir ! Depuis 2 ans, il adhère à la charte bio. 
VILLA DONDONA cherche l'harmonie entre : la terre / et les raisins , les raisins / et le vin / et les hommes qui le produisent et ceux qui le consoment . ."
3922;"Les escargots de l&#39;Herault";J'ai cree mon entreprise en 2013, je produit  250000 escargots de terre 'gros gris' par an. Mon exploitation se situe a Tressan(Gaupeyroux- route de Gignac) parcelle B0115. Sur les marches je propose des escargots a la Catalane et des escargots traditionnels a la persillade, des mini feuilletes a persillade ou roquefort, des brochettes d'escargots...
1569;SAS LES GOUTS DU SUD;"La societe LES GOUTS DU SUD propose des recettes gourmandes et typiques de la cuisine catalane
sous la marque PEDELHEZ :"
1140;Chateau Vessiere;Au Sud de Nîmes ' la Romaine' sur 65 hectares s'étend le Vignoble du Château Vessière Histoire d'Amour entre cette Terre et notre famille qui naquit il y a 7 générations. Vignoble de la Vallée du Rhône, situé en plein c?ur des Costières de Nîmes, notre Domaine dévoile toute la force et le caractère de notre fabuleux terroir. Philippe TEULON vous invite à la découvrir.
1002;Les Cailloux Du Tech;"Installée dans le Jardin des Métiers d'Art à Elne, cette entreprise familiale fabrique sur place des biscuits à l'ancienne, salés et sucrés à base d'amandes du Roussillon.

L'ensemble de nos produits est fabriqué sans conservateurs, sans arômes artificiels et colorants.

Les Cailloux du Tech élabore ses produits dans le respect des saisons : ainsi vous pourrez trouver la cerise et la fraise dans les spécialités sucrées au printemps. Pour la San Jordi, c'est la rose qui est mise à l'honneur. Ces créations complètent l'éventail gourmand permanent."
3325;GAEC dè Pin;"Nous sommes une exploitation agricole situer au coeur de la Margeride en Lozère; en production vache laitière en agriculture biologique et valorisons une partie en vente directe par la production de fromage 'LOU JARLOU' et lait cru."
2301;domaine de mujolan;"Le domaine de Mujolan exploite 80 hectares sur la commune de FABREGUES situés dans la plaine littorale du bassin de Thau.
La famille BOUTONNET vous attend pour découvrir une large gamme de vins de pays d'oc et vins de pays des collines de la Moure ainsi que des jus de fruits produits sur le domaine."
1417;Château de Saint-Estève;"Situé sur le terroir de Boutenac aux sols argilo-calcaires peu fertiles et de galets roulés, au cur des Corbières, le Château Saint-Estève révèle la beauté et le charme dun paysage préservé.
Ses propriétaires, Eric Latham, petit-fils dHenry de Monfreid, et son fils David qui la rejoint dans laventure, exploitent leur vignoble avec passion, et mettent tout en uvre pour obtenir le meilleur de leur terroir."
3374;Saint Amans;"Saint Amans est une entreprise française basée dans le Sud-Ouest de la France. Nous avons développé un gin artisanal haut de gamme à base de plantes locales, principalement récolté dans les jardins environnants et la campagne locale.
Le gin est produit avec un esprit à base de raisin donnant un goût original différent des gins à base de grains. L'entreprise valorise l'environnement et utilise le sous-produit de la vinification dans une démarche d'économie circulaire.
L'entreprise utilise 18 ingrédients 100% naturels. Il comprend du piment d'espelette, un produit d'origine géographique protégée du sud-ouest de la France, donnant une saveur épicée de piment doux. Le gin a combiné le genévrier donnant la saveur de gin classique avec la baie de goji, également cultivée localement."
3110;CHÂTEAU CASTILLONNE;"Château Castillonne propose, entre autres produits fumés de la mer, le premier Caviar d'Esturgeon d'Occitanie, respectueux de la vie des esturgeons.
Nous élevons nos esturgeons en basse densité et ils sont nourris exclusivement en alimentation Bio. Ceci permet d'obtenir un Caviar exceptionnel, dans le respect de la vie animale et de l'environnement."
3274;La ferme de Lagoute;"J'élève depuis l'année dernière une trentaine de chèvres des Pyrénées. C'est une  race rustique, inscrite au Conservatoire du Patrimoine Biologique Régional.
L'objectif est de valoriser des milieux fermés avec cette race qui apprécie particulièrement les sous bois, les landes et les taillis.
Le troupeaux pâture toute l'année, à l'exception de la période des naissances où il est renté en bâtiment.


Je commercialise les chevreaux en caissettes sous vide ainsi qu'en rillettes, pâté et confits. La transformation est effectué aux seins de la coopérative des gaves, située à Lourdes."
3771;Petites Manies;"MANDISIO au travers de sa marque 'Petites Manies' reprend le savoir faire et les traditions de trois generations de patissiers pour vous proposer des recettes originales et gourmandes.
Installes a Cologne dans le Gers, avec lOccitanie pour grenier, nous produisons artisanalement nos biscuits avec des ingredients
issus majoritairement de lagriculture locale.
La biscuiterie 'Petites Manies' propose des biscuits sales et sucres tous certifies issus de l'agriculture biologique."
644;lafermedarsa;"La ferme d'arsa est situé dans le département des pyrènes orientales en plein cur du fenouilledes.
Nous élevons des vaches charolaises selon le cahier des charges de lagriculture biologique. Nous élevons également des volailles en plein air (poulets, pintades, canette de barbarie et chapon). L'ensemble de notre production est vendue directement auprès du consommateur en circuit court."
2302;Barbuchette;Barbuchette est un kit complet pour un barbecue délicieux et écologique aux ceps et sarments de vignes IGP et AOP du Languedoc-Roussillon (brevet déposé). Son concept est 'tout en un': le sac en kraft alimentaire fournit l'allume-feu, les sarments: le petit bois et les découpes de ceps de vignes: le bois de braise
2764;Porc plein air Baron des Cévennes;
3773;Lubrano et fils;"Entreprise familiale cree  en 1934 et reconnue pour son savoir faire. Nous sommes une boulangerie industrielle situee a Gigean, specialise dans la fabrication de pains 'premium'.
Privilegiant un sourcing local (fournisseur farine Sud de France), et pro-actif dans les circuit court et RSE. 
Nous souhaitons continuer notre demarche en proposant une produits Sud de France."
2127;miellerie des clauses;exploitation apicole
1279;DOMAINE GRAND GUILHEM;Domaine viticole de 12 ha en agriculture biologique avec structure d'hébergement en Chambres d'Hôtes et Gîtes de charme.
641;Domaine Olea;Depuis plusieurs générations, nous produisons de l'huile d'olive de grande qualité, et à partir de 2010 le domaine est passé en agriculture biologique. Nous commercialisons directement des huiles d'olives fruité mûr et fruité vert ainsi que des huiles aromatisées, du safran en pistil, des bulbes de safran,  des amandes et des tisanes naturelles bénéfiques pour la santé, tout en AB. Nous organisons sur le domaine 2 pique-niques par an ainsi que des visites des oliveraies sur rendez-vous. Voir plus d'informations sur notre site web.
943;Les Aromatiques du Pic Saint Loup;"Nous sommes cultivateurs de plantes aromatiques à Saint Martin de Londres dans l'Hérault.
Confortablement installés au pied du pic Saint Loup, notre jardin dans la garrigue a la chance d'avoir naturellement de l'eau et du soleil.
Fatiha, passionnée par les plantes aromatiques et leurs utilisations, nous prépare toute une gamme de produits bio alliant plaisir et effet bénéfique.
Notre ambition est de vous procurer des produits naturels délicieux, à partir de nos plantes fraîches, sans arômes ni conservateurs. Ils sont directement réalisés par nos soins dans notre atelier.
 
N'hésitez pas à nous contacter ou à venir nous rendre une petite visite au jardin.

Amicalement,
Fatiha."
2745;Brasserie Kiss'Wing;
3427;Domaine Haut Marin;"Il y a 23 millions dannees, toute la region etait engloutie par la mer, cest pourquoi lon retrouve encore des nombreux fossiles au pied de nos vignes.                                           
Lhistoire du domaine a debute en 1920, lorsque Jean Francois Morel, viticulteur suisse, decida de sinstaller en Gascogne pour y travailler la vigne.
Aujourdhui le vignoble de 210 hectares est gere par la 3e generation, celle dElisabeth Prataviera, oenologue, et de son frere Philippe Jegerlehner, qui sinvestissent pleinement dans la bonne tenue du domaine."
3035;maxime daudet;"Exploitation individuelle, en conversion à l'agriculture biologique, située en Margeride, sur la commune de Chaudeyrac. 
Elevage de bovins allaitants de race aubrac et apiculture d'abeilles noires"
3409;AGNEAUX FERMIERS DES CAUSSES DU LOT;Elevage de brebis Causse du Lot en plein air toute l'année et production d'agneaux pour la viande. Vente en ligne dans toute la France via le réseau 'chronofresh'
1734;Monastere de SOLAN;Tous nos vins sont produits sur un sol vivant, sans herbicide ni produit de synthese. Les vendanges sont effectuees a la main, en caisses, avec un soin particulier pour nencuver que des raisins parfaitement sains. Ces raisins sont tries sur la parcelle. Le rendement nexcede pas 55 hl/Ha pour les vignes les plus genereuses, mais se situe plus generalement autour de 35 hl/Ha.
2483;PYRENALLIANCE;"PYREN'ALLIANCE est l'union commerciale de la COOPERATIVE DU HARICOT TARBAIS et de TOUPNOT.
Basés à Tarbes (65), nous vous proposons une gamme de 3 familles de produits :
- HARICOT TARBAIS  IGP LABEL ROUGE SEC : récolté à la main dans les Hautes Pyrénées, et proposé en 3 tailles de sachets : 250 GR  500 GR  1 KILO.
- HARICOT TARBAIS CUISINE : 7 recettes, traditionnelles et innovantes, autour du Haricot Tarbais FONDANT,
- Barquettes 'CUISINE DES PYRENEES' : 12 recettes du SUD OUEST, de qualité, dans un format micro-ondable."
1345;LOUISON Monique;Domaine de 7 hectare et demi entièrement biologique.
2920;Domaine des Trois Orris;Vignoble bio de 13ha situe a Tarerach (66), a une altitude de 550m.
1808;Mas d'Agamas;"Viticulteurs depuis plusieurs générations, nous créons en 2009 la petite cave particulière : Mas d'Agamas.
Soucieux de la qualité de nos vins, nous travaillons de façon artisanale : vendange manuelle, faible rendement, vinification traditionnelle."
3468;GAEC  CABAL;"viande bovine gasconne
viande ovine tarasconnaise
 agriculture raisonnee vente au detail ou colis"
582;Clairettes Et Coquillon;"Située aux portes de la Camargue  la SARL Clairettes et Coquillon vous offre une palette de produits tel que abricots , pèches blanches et jaunes ,nectarines blanches et jaunes dans diverses variétés qui ont  été sélectionnées pour leur parfum et leur  sucre de manière à régaler nos clients.
 Production Fruitière intégrée selon la Charte Sud Nature, certifiée GLOBALGAP  .Nos produits sont à maturité courant MAI et s'échelonnent jusqu'à la fin de la période estivale ."
2988;Safran de l'Arbizon;"Installes en vallee d'Aure dans les Hautes Pyrenees, nous sommes une petite safraniere familiale certifiee bio.
Nous vous proposons un safran d'une grande purete qui enchante les cuisiniers amateurs comme les plus grands chefs. Nous realisons aussi toute une gamme de produits safranes, confitures, gelees, chutneys moutardes, sirops et soupes."
1156;Château de L'ou;"Achetée en 1998, la propriété de 32 hectares dun seul tenant est plantée de 30 hectares de vignes et 2 hectares doliviers sur la commune de Montescot dans les Pyrénées-Orientales.
Dès 1998, lensemble de la propriété est conduite en respectant le cahier des charges de lAgriculture Biologique. Cette démarche très avant-gardiste pour lépoque, avait séduit seulement 3 propriétés en Roussillon.

Dans le même temps, la volonté de produire des vins très qualitatifs se manifeste par : 
- le changement de mode de conduite de la vigne,
- la replantation dune partie du vignoble, 
- les investissements importants dans la cave...

Ce domaine ne produisait en 1998 que des vins rouges en vrac. Nous commercialisons aujourdhui des vins blancs, rosés, rouges, vins doux naturels, exclusivement en bouteilles.

En 2009, nous avons sélectionné sous forme de fermage 2,5 hectares de vignes conduits en Agriculture Biologique à Caudiès-de-Fenouillèdes et 9 hectares sur Saint-Paul-de-Fenouillet, dans la haute Vallée de lAgly."
1990;Vanho;Vins de niche. Superficie totale 12 ha. Total cols par an : 20.000 sur 6 ha en AOC CTX de Languedoc pour les rouges et IGP d'Oc pour les blancs et rosé.  Petits rendements, vendanges manuelles, table de tri et vinification traditionnelle en cuve à température contrôlée. Elevage en barriques pour les rouges. Vins de qualité élaborés par des vignerons passionnés par leur hobby.
770;La Rosee;"SAS 'La Rosee' creee le 1er janvier 1992, est issu de la reunion de deux exploitations individuelles, celle de M. Antoine TEJEDOR et de M. Alphonse TEJEDOR charges respectivement de la production et de la commercialisation.
Il compte de nos jours, en plus de ses deux cogerants, 30 employes agricoles permanents, auxquels s'ajoutent approximativement 600 saisonniers pendant la periode de forte production (d'avril a aout), ce qui represente en moyenne 66 salaries a temps plein dans l'annee.
Sur le plan de l'infrastructure, la progression constante a permis au cours des annees la construction de plusieurs entrepots permettant le stockage, des emballages, l'emplacement des machines (calibreuse, laveuse, ensacheuse, cercleuse, etc..), de quatre chambres froides, d'un quai de chargement, et d'une plate forme permettant de placer le materiel agricole (camions, tracteurs, bus permettant le transport du personnel, etc...) ce qui represente 2 500m"
3930;LE MAS DE CATI;Je suis exploitante ostreicole a Meze, aux Amoutous et propose une degustation de mes coquillages dans mon etablissement, le Mas de Cati. Je produits des huitres exondees de qualite speciale. Mon exploitation est une entreprise familiale de petite taille mais depuis 2014 nos clients apprecient la fraicheur, le gout de nos huitres et moules dans un cadre exceptionnel.
2980;SAS ALIGNAN DU VENT CEPAGES;"Nous avons deux caveaux: (degustations et ventes de vins, ventes de produits regionaux)

- Caveau d'Alignan du Vent 27 rue de la Guissaume 34290 Alignan du vent 

Ouvert du lundi au samedi 
En saison: de 9h00 a 12h00 et de 15h00 a 19h00 
Hors saison: de 9h00 a 12h00 et de 14h00 a 18h00.

- Caveau de Neffies 28 avenue de la gare 34320 Neffies

En saison: Ouvert du lundi au samedi de 9h30 a 12h30 et de 14h30 a 18h30. 
Hors saison: ouvert du mardi au samedi de 9h30 a 12h30 et de 14h00 a 18h00."
2452;Maison Bruyere;Maison Bruyère est une biscuiterie artisanale familiale fondée en 1964 dans le Tarn. Nous sommes spécialisés dans la confection de biscuits haut de gamme, naturels et qualitatifs. Maison Bruyère fabrique beaucoup de recettes traditionnelles locales comme le croquant de Cordes-sur-Ciel ou le chalumeau d'Albi et le gâteau à la broche.
3682;PAINDOR MONTPELLIER;"PAINDOR Montpellier est un atelier de boulangerie specialise.
Nous sommes presents sur le Bassin Mediterraneen depuis plus de trente ans.
Nos atouts : une parfaite connaissance du secteur geographique, de ses acteurs economiques et de leur attentes, combinee dune part a une force logistique fiable et performante (nous possedons notre propre flotte de vehicules et nos chauffeurs) et dautre part a notre outil et nos equipes de production, notre process de fabrication, et notre savoir-faire."
3440;Sarl Moya;Sarl Moya , maison tisseyre boucherie/charcuterie à Olonzac
1326;Domaine Delmas;Domaine familial mene par la troisieme et quatrieme generation de vignerons, Bio depuis 1986, notre vignoble d'exception est accroche aux coteaux des contreforts des Pyrenees au cur du terroir unique de la Haute Vallee de l'Aude. Le Domaine Delmas a developpe une gamme de bulles prestigieuse, reconnues des professionnels et de la presse et frequemment recompensees par les guides de renom et les concours. Notre maniere de travailler se base sur le respect et la preservation du terroir, un travail meticuleux a la vigne, des vendanges manuelles, le tri consciencieux de nos raisins, des vinifications respectueuses afin d'offrir des vins fins, elegant, et de caractere a nos consommateurs.
3919;LE MAS SAINT CLAIR;La SAS Le Mas Saint Clair est une jeune structure de production d
3483;Les Madeleines de Célestine;Artisan depuis 3 ans dans le nord du département de l'Aveyron, je vous propose un embarquement immédiat pour l'enfance avec les madeleines de ma grand-mère. Elles sont artisanales, pur beurre et  réalisées avec des produits locaux de qualité et beaucoup d'amour.
1323;Les Chemins de Carabote;"Domaine viticole en appellation Terrasse du Larzac.
Terroir de galets roulés.
Cave gravitaire en pierres du Gard.
Vendanges à la main.
Production en Vin de Pays, Languedoc, et Terrasses du Larzac.
Certification Bio Ecocert
25.000 bouteilles/an"
3565;LES ARRANGEURS FRANCAIS;Les Arrangeurs Francais realisent au coeur du Gers des Rhums et Armagnacs arranges 100 % Bio embouteilles a la main
3511;Caroline Davelu;Productrice artisanale de miels et plantes aromatiques et médicinales Biologiques.
1791;Château de Raissac;"Demeure familiale dexception au cur de son vignoble languedocien, le Château de Raissac vous offre des vins élégants dans un cadre unique. Situé, en Bas-Languedoc, sur les terrasses de Béziers, ce domaine viticole de 80 hectares est la passion de la famille Viennet depuis 1828. 

En contrepoint de son caveau de dégustation et de ses caves, le Château vous ouvre ses chambres confortables dans une atmosphère artistique ainsi que des salles de réceptions haut de gamme pour lorganisation de séminaires ou dévénements privés.

Château dhôtes dédié au vin, cette demeure familiale vit également au rythme de l'Art depuis des générations. Aujourdhui, céramiste de renom, Christine Viennet a créé dans le prolongement de son atelier dart, un Musée de la Faïence et des Arts de la Table au sein des anciennes écuries et Jean Viennet, portraitiste plein de fantaisie expose ses peintures et fresques dans les salons du Château. 

La créativité et lart de vivre de ce lieu vous séduiront."
3723;Les Tresors du Berger;"Petite propriete agricole situee aux portes de Montpellier.
Production d'agneaux fermiers de qualite.
Elevage traditionnelle avec alimentation naturelle en approvisionnement local.
Vente de caissettes d'agneaux, d'agneaux vivants ainsi que de produits elabores a base d'agneau (Terrines, pates, rillettes, charcuterie, plat cuisines).
Realisation de mechouis et/ou de plats traditionnels et autres grillades a base d'agneau pour vos receptions.
Vente directe a la propriete, livraison sur point de rassemblements ou a domicile, presence sur foires, salons, marches locaux, estivales."
3294;Maison Théas;"Notre ferme familiale située dans un petit village des Hautes Pyrénées (Gardères) oeuvre chaque jour, dans la tradition pyrénéenne du gavage de canard de qualité.
Les 4 générations de notre Maison témoignent d'un savoir faire dans l'élevage, l'agriculture et la production fermière.
Notre passion, notre exigence et l'amour de notre terre nous guident dans la confection de nos produits. Nous valorisons la nature qui nous entoure et profitons de la richesse de Pyrénées pour trouver, en famille, notre inspiration.
L'exception de notre ferme réside dans notre savoir faire traditionnel, la sélection de nos canards du Sud-Ouest à la chair tendre et goûteuse, le respect de l'animal, la culture de notre propre maïs et la maîtrise de toute la chaîne de production. Nos canards sont gavés avec un maïs cultivé dans notre exploitation, sur une terre unique: l'enclave des Hautes-Pyrénées. Cette terre noire est connue pour sa richesse, sa profondeur, sa qualité et sa capacité à se régénérer sans apport d'eau.
Notre ferme a fait le choix de la qualité et non de la quantité afin de garantir l'excellence de nos produits à tous nos clients."
710;Le Moulin de Pignan;"La coopérative oléicole intercommunale de PIGNAN a été créée en 1939 par 500 oléiculteurs provenant de 8 communes limitrophes.  Elle a rapidement progressé pour atteindre plus de 1500 adhérents et une production de  800 à 900 tonnes d'olives, jusqu'au gel de 1956.  

Actuellement nous produisons des huiles de Toutes Variétés et variétales (aglandau, olivière, lucques, verdale, picholine et Rougette de Pignan, qui est notre fleuron) ainsi que des olives de table et des purées d'olives. Nous présentons également d'autres produits du terroir et de l'artisanat dans notre magasin de vente
Et ceux, grâce à l'investissement de plusieurs générations de Coopérateurs qui sont avec la Coopérative depuis 80 ans.

Décembre 2015, pour pérenniser la structure, nous fusionnons avec la coopérative oléicole de Villevieille (30) pour devenir : SCA Les Moulins de Villevieille et Pignan, chacun ayant pu préserver son identité et sa production locale (BIO, AOP de Nîmes, Rougette de Pignan...) avec son point de vente. En 2016, le Moulin de Pignan c'est vu doté des outils de transformation et de production d'huile. Le Moulin de Pignan propose sa propre production d'huile d'olive !"
974;Mas Amiel;Le Mas Amiel repose sur des sols pauvres parfaits pour la vigne. Les 110 parcelles sont plantées sur des marnes noires de l'Albien, sur des schistes et des calcoschistes décomposés en pierres éclatées qui captent les rayons du soleil et emmagasinent la chaleur pour la restituer ensuite à la vigne durant la nuit.
1443;Domaine Berenas;"Niché dans une nature magnifique, le Domaine Bérénas s'épanouit sur 20 hectares de vignes autour du Domaine.

Une collection de vins en culture raisonnée  (label « Terra Vitis ») dans le respect de l'environnement et du terroir."
1584;Mas Carlot;Située au sud de la Vallée du Rhône, ce domaine de 70 ha sétend au sud-est de Nîmes, au nord de la Camargue. Le vignoble est implanté sur descoteaux à environ 70 mètres daltitude.
2481;MINOTERIE VALLEE DU CEOR;"Jerome PUEL minotier represente la 4eme generation de meuniers dans le village. Son experience acquise sur le terrain et apres deux ans detude a lecole de meunerie, il reprit alors la succession  de son pere en 1994.

Apres 3 generations dans le village, J PUEL decida de deplacer la production dans un lieu plus adapte afin de repondre aux normes techniques et sanitaires.

En 2001 il inaugura la nouvelle unite de production  avec des outils plus modernes pour repondre aux exigences de qualite de tracabilite.

La minoterie a adopte la demarche de HACCP depuis 2005, un systeme de prevention et de maitrise des risques visant a garantir la securite et lhygiene des produits. 
Autre part elle a mis en place un plan de surveillance alimentaire"
2583;CHATEAU SAINT ALBAN VIGNOBLE LAURENT BOUSQUET;"CHÂTEAU SAINT-ALBAN VIGNOBLES LAURENT BOUSQUET

Le Château Saint-Alban se situe au Sud-Est de Nîmes sur la commune de Manduel.
Les vins sont élaborés à partir de méthodes traditionnelles, les vendanges sont manuelles et mécaniques avec tris, égrappages et maîtrises des températures. 
l'encépagement est le suivant : 
Pour les blancs : Chardonnay, Sauvignon, Grenache Blanc, Viognier, Roussanne, Marsanne
Pour les rosés et les rouges : Syrah, Grenache, Marselan, Cabernet-Sauvignon, Cabernet-Franc, Merlot et Carrignan
Nous apportons le plus grand soin à donner naissance à des vins de qualité pour le plus grand plaisir des consommateurs. 
La totalité de la vinification est réalisée dans notre cave particulière."
2992;Le Mas de Ronnel;"Le Mas de Ronnel est un petit domaine artisanal et familial de 7 ha situe a Pierrerue, au cur du vignoble de l'AOP Saint-Chinian (Herault), en Occitanie, dans le Sud de la France.
Le climat mediterraneen est ideal pour la production de de grands vins et les parcelles ont ete selectionnees pour le fort potentiel qualitatif du terroir (exposition, pente, geologie).
Le choix des cepages (plantes a la fin des annees 80) et des methodes culturales permettent ainsi au terroir d'exprimer pleinement ce potentiel qualitatif dont l'aboutissement se trouve dans les techniques de vinification et d'elevage, alliage de traditions et de techniques nologiques modernes.
C'est ainsi que Philippe BERMOND, vigneron et nologue D.N. donne naissance a des vins authentiques a forte typicite, gage d'originalite et de plaisir."
3323;Les cabris du bès;Exploitation en fromage fermier. J'ai 50 chèvres de race rustique provençale et 10 brebis brigasque. Je fabrique 3 sorte de froamge au lait cru et des yaourts.  J'ai également 6 cochons noir à engraisser par an pour la fabrication de charcuterie (jambon saucissons, pâté, pâté de chèvre.....). Tout l'élevage est en plein air et bénéficie de soins naturels.  La ferme est ouverte au public l'été.
3796;VEAU FERMIER DU LAURAGAIS;"Le Veau du Lauragais est mis en marche par une cooperative, creee par un groupement deleveurs il y a maintenant plus de 3O ans.
Lobjectif etait deja a lepoque de distinguer et promouvoir le caractere specifique et traditionnel du veau du Lauragais. Aujourdhui, la cooperative satisfait une demande de bouchers locaux et de magasins valorisant les signes de qualite en mettant en marche la viande des eleveurs adherents. Grace a son adhesion au label rouge veau sous la mere, signe officiel de qualite, la cooperative apporte aux eleveurs la reconnaissance de leur travail, de leur savoir-faire aupres des consommateurs.
En plus de la vente des veaux en carcasse, la cooperative sous la marque Bovins dAutan sest lancee dans la vente
de plats cuisines sous forme de conserves avec deux preparations : la blanquette pour son cote traditionnel et
familial et le tajine qui apporte un aspect exotique et plus moderne. La cooperative perpetue ainsi lalliance de la
tradition et de la modernite."
3016;LE PILOU;"Je produis sur mon exploitation 6Ha d'artichauts sur la commune de Canet en Roussillon. Etant donné que j'ai un contrat de distribution avec l'enseigne Casino il est nécessaire que mes produits soient reconnus SUD DE FRANCE afin que les magasins puissent communiquer dessus; Aussi, à titre personnel je suis très attaché à cette marque 'ombrelle' qui permet au consommateur de bien identifier les produits qualitatifs issus de notre région."
870;Chateau Mire L'etang;"Le Château Mire l' Etang est situé sur la bordure maritime et orientale du Massif de la Clape, face au soleil levant. Son vignoble très ancien, implanté au milieu d'une garrigue envahissante, s'étale en terrasses surplombant la Méditerranée. 
Son terroir unique, issu de sols arides et caillouteux, est fortement impacté par la sécheresse mais il doit son originalité à la mer Méditerranée toute proche, qui grâce à ses effluves marines rééquilibre ce climat particulièrement exigeant.
C'est dans cet environnement très protégé que s'expriment au mieux les différents cépages qui contribuent à l'appellation d'origine protégée 'La Clape' et à la renommée des vins du Château Mire l' Etang."
642;Les Lauriers Du Pont-Du-Gard;Producteur et obtenteur de laurier-rose
2553;Château Boisset;"Au pied du Pic Saint-Loup, les vignes du domaine familial setendent sur plus de cinquante hectares. 
Les cailloux sur les chemins de la vie, ont permis de conduire differemment le vignoble, vers un nouvel horizon. Dans la continuite de la passion transmise par leurs ancetres, lhistoire continue. Bernard et sa fille, Christelle, forts de leurs experiences et pousses par le desir de donner une nouvelle etincelle au domaine, recreent une entite de vinification.
Le terroir du Chateau Boisset, riche dans sa diversite, est un eveil aux sens. Tous les aromes (chenes verts et blancs, garrigues et fruits rouges) sexaltent a la degustation de leurs vins."
3763;Lo Cantou de Bastien;"Petit paysan en agriculture biologique depuis 2008 , eleveur d'agneaux bio sous la mere et en plein air.
Producteur de lentilles Bio et de pommes de terre."
2742;Wines and Brands;"Wines and Brands est une société française implantée en plein coeur du Languedoc Roussillon. Sa mission, créer des marques de vins et
spiritueux français adaptées aux marchés internationaux notamment en France, en Europe (Angleterre et Pays Scandinaves), aux Etats-Unis et en Australie. Wines and Brands fait appel au meilleur des 2 mondes. Nos partenaires viticoles produisent des vins de qualité issus des meilleurs terroirs du grand sud de la France afin de proposer une large variété aromatique correspondant aux envies des consommateurs. De lautre côté, nos équipes créatives et marketing imaginent des marques afin quelles puissent parfaitement séduire les cibles souhaitées
et leur procurer des expériences sensorielles. Enfin, nous sommes en contact avec des nombreux importateurs dans lensemble des pays cibles et des acheteurs français spécialisés dans
les vins et spiritueux. Ainsi, Wines and Brands ne propose pas simplement des produits mais de véritables voyages gastronomiques au coeur des terroirs du Languedoc."
913;Domaine Vordy;"Exploitation familiale de 34 ha en Agriculture Biologique situe dans le magnifique village de Minerve; AOC Minervois"
3080;TROIS FRERES II;Navire petit métier basé à Sète, je pratique différents métiers en fonction des saisons pour amener un produit extra-frais aux consommateurs.
3532;Vignobles Esquiro;"Depuis 1784 , sept générations se sont succédées au Domaine de la Higuère pour cultiver notre vignoble familial dans le respect de la nature.
Précurseur dans la politique d'une viticulture durable, la famille Esquiro travaille son vignoble en protection raisonnée.
Maître de stage Erasmus, j'ai l'habitude de recevoir des étudiants et des wwoofeurs du monde entier toute l'année pour leur faire découvrir les joies de la vie en campagne et pour vivre une immersion dans notre univers."
